month,usdbrl_avg,mom,yoy,month_key
2022-08-01,5.142695652173913,-0.04187825531506184,-0.02064836049930374,2022-08
2022-09-01,5.236357142857143,0.018212528412727913,-0.008094828744850568,2022-09
2022-10-01,5.249695,0.0025471633769387214,-0.05229470833803451,2022-10
2022-11-01,5.274055,0.004640269577565803,-0.0507904597697012,2022-11
2022-12-01,5.241831818181819,-0.006109754604034512,-0.0723413823517004,2022-12
2023-01-01,5.200081818181818,-0.007964772897746664,-0.06025529173090849,2023-01
2023-02-01,5.171088888888889,-0.005575475599548629,-0.004790253912044462,2023-02
2023-03-01,5.210860869565217,0.007691219689103912,0.048931104521084734,2023-03
2023-04-01,5.019133333333333,-0.036793831390067866,0.05501254366682162,2023-04
2023-05-01,4.982240909090909,-0.007350357480525815,0.005609282380669711,2023-05
2023-06-01,4.850966666666666,-0.026348433329410392,-0.03914797850987728,2023-06
2023-07-01,4.800233333333334,-0.010458396608235998,-0.10568148549020984,2023-07
2023-08-01,4.90294347826087,0.021396906732492615,-0.046619942172097195,2023-08
2023-09-01,4.93639,0.006821722886961368,-0.057285462903599815,2023-09
2023-10-01,5.064242857142856,0.025900072146417985,-0.03532626997514021,2023-10
2023-11-01,4.897735,-0.03287912168509166,-0.07135306704234212,2023-11
2023-12-01,4.89664,-0.00022357273311035541,-0.06585327995157852,2023-12
2024-01-01,4.913795454545454,0.003503515583227257,-0.05505420369259939,2024-01
2024-02-01,4.96378947368421,0.010174216570718153,-0.04008815544635147,2024-02
2024-03-01,4.979535,0.003172077784375338,-0.04439302360120745,2024-03
2024-04-01,5.128486363636363,0.029912705430600095,0.02178723358010637,2024-04
2024-05-01,5.132447619047619,0.000772402445942566,0.030148423710831374,2024-05
2024-06-01,5.388375,0.04986458702521945,0.11078376131217826,2024-06
2024-07-01,5.541447826086957,0.028407975704541233,0.15441217984270694,2024-07
2024-08-01,5.552013636363636,0.0019066876759066265,0.132383773335482,2024-08
2024-09-01,5.540966666666667,-0.001989723084362738,0.12247344044264463,2024-09
2024-10-01,5.623508695652174,0.014896683909337183,0.11043424541153302,2024-10
2024-11-01,5.806457894736842,0.032532927214305785,0.18553941663582085,2024-11
2024-12-01,6.096395238095239,0.0499335995566601,0.2450160187588304,2024-12
2025-01-01,6.021172727272727,-0.01233885072812535,0.22536088100755314,2025-01
2025-02-01,5.765045,-0.04253784750478995,0.16142012681313078,2025-02
2025-03-01,5.746215789473684,-0.003266099488610341,0.15396634213308746,2025-03
2025-04-01,5.783085,0.00641625930475076,0.1276397342118487,2025-04
2025-05-01,5.666780952380952,-0.020111073522012468,0.10410887221728404,2025-05
2025-06-01,5.546455,-0.021233563356705343,0.029337230612197507,2025-06
2025-07-01,5.52788695652174,-0.003347731745459104,-0.002447170846105906,2025-07
2025-08-01,5.446323809523809,-0.014754850748476822,-0.019036305341110338,2025-08
2025-09-01,5.366809090909091,-0.014599704570571692,-0.03143090118286984,2025-09
2025-10-01,5.384926086956522,0.003375748184916816,-0.042425933986749764,2025-10
2025-11-01,5.340252631578947,-0.00829602016001374,-0.08029081956841166,2025-11
2025-12-01,5.452481818181818,0.021015707372946668,-0.10562199377916404,2025-12
2026-01-01,5.337419047619048,-0.021102825172031214,-0.11355822372552726,2026-01
2026-02-01,5.200011111111111,-0.025744266148492234,-0.09801031715951714,2026-02
2026-03-01,5.221760000000001,0.004182469695577673,-0.09126976930355069,2026-03
